Tweet,Reply
 umeona hii maneno vipoa. Like lol that crisp detail mpaka warm shower. ," this has been my forte, you build a practical car and the good thing you can start with what you have.....build a functional car erry day"
  I’ll bring it to you then together we sort it out. Infact I’m in the market quite aggr… ,  👌🤝
  But Navaras are down low unlike prados.,"  kuna technicalities kidogo,suspension, Adapters clutch Starting set up, fuel delivery etc."
  Sii inaeza ingiana bro? Then I leave the 6 speed trans.,"  there is more to that, it needs a proper seat down"
  I’d swap my ZD30 engine with this one timam.,  navara ichizi
Zum Schutz unserer Demokratie - gerade auch der direkten Demokratie - scheint mir das zentral. Starke Medien bilden… ," Es stoert doch auch der Eindruck, dass die oeffentlich finanzierten Medien sich mit dem technologischen Fortschritt, etwa den Streaming-Diensten besonders schwer tun. Ob die oeffentliche Hand nicht am besten in Systeme investierte, die Journalismus nach Benutzung verguetet?"
"Wurde von mehreren Seiten gefragt,  was meine Meinung zum Mediengesetz sei. Daher hier nun ein Thread darüber, waru… ", There is an issue:The government in Switzerland is SO lobby-aligned all the time that state-funded media look like lobby-funded media in the end
"1) Massiver Verlust an Qualität &amp; Diversität, speziell auch im Regionaljournalismus2) Öffentliche finanzielle Unte… ", Wo verbirgt sich das oben zitierte Medium in dieser Trias?
"Ist das neue Mediengesetz perfekt? Natürlich nicht. Aber stimmen wir nein, kommt stattdessen kein perfektes Geset… "," Sie haben vergessen, dass klassische Printmedien für Jüngere gar nicht mehr die Hauptinformationsquellen sind, sondern im Wettbewerb mit Formaten wie Blogs, Podcasts etc. stehen. Diese Formate haben hohe Wachstumsraten ohne Subventionen.Der Staat betreibt nur Strukturerhaltung "
 Your vacation was Friday to Sunday? I think Americans are the only ones who could call a long weekend a vacation :), Better than nothing!
"Wurde von mehreren Seiten gefragt,  was meine Meinung zum Mediengesetz sei. Daher hier nun ein Thread darüber, waru… "," Ich sehe das auch wie Sie.Einige Protagonisten des Nein Komitees befürchten wohl, dass sie mehr Geld für ihre Propaganda in die Hand nehmen müssen"
"Werden sie dann das gleiche sagen, wenn die gravierenden wirtschaftlichen und gesellschaftlichen Auswirkungen des K… ", Ja.
 Your vacation was Friday to Sunday? I think Americans are the only ones who could call a long weekend a vacation :),  😂😂😂
"Ist das neue Mediengesetz perfekt? Natürlich nicht. Aber stimmen wir nein, kommt stattdessen kein perfektes Geset… "," Kenn das Gesetz nicht, aber Australien hat auch jüngst eine Besteuerung von Facebook und co, zur Förderung regionaler Medien beschlossen"
"Politisch unneutrale Medien haben direkten Einfluss auf die ZuschauerInnen, wie zB diese Studien über Fox News zeig… "," Insbesondere sind Medien, wenn es um den neuen Cleavage von Kosmopolitismus und Kommnitarismus politisch nicht neutral, sondern sie bilden eine Diskursqulition mit den Eliten. Abgesehen davon, dass die Journis vor allem aus der Akademikerklasse stammen, auch wieder ein Bias."
"Politisch unneutrale Medien haben direkten Einfluss auf die ZuschauerInnen, wie zB diese Studien über Fox News zeig… "," Insgesamt sind Journis politisch linker als die Gesamtbevölkerung. Deshalb sind vor allem auch die Linken für das Mediengesetz. Die Indexing-Hypothese besagt, dass die Medien einen Bias zugunsten der politischen Eliten haben, auch kein erfreulicher Zustand!"
Zum Schutz unserer Demokratie - gerade auch der direkten Demokratie - scheint mir das zentral. Starke Medien bilden… ,"Ist das neue Mediengesetz perfekt? Natürlich nicht. Aber stimmen wir nein, kommt stattdessen kein perfektes Gesetz. Sonden weiter so mit Reduktion von Medienqualität &amp; -diversität und mit erhöhtem Einfluss privater FinanciersKein Wunder, ergriffen letztere das Referendum/end"
"Wie soll man also auf die Finanzierungskrise der Medien reagieren?Das Mediengesetz sieht vor, Punkt 2 von oben zu… ",Zum Schutz unserer Demokratie - gerade auch der direkten Demokratie - scheint mir das zentral. Starke Medien bilden das Fundament einer robusten Debatten- und Informationsgrundlage für die Bevölkerung. Daher bin ich mit tiefster Überzeugung für ein Ja zum Mediengesetz.10/n
"Politisch unneutrale Medien haben direkten Einfluss auf die ZuschauerInnen, wie zB diese Studien über Fox News zeig… ","Wie soll man also auf die Finanzierungskrise der Medien reagieren?Das Mediengesetz sieht vor, Punkt 2 von oben zu stärken (öffentliche Unterstützung) um Punkt 1 und 3 abzuschwächen (Zeitungssterben und politischer Einfluss durch private Financiers).9/n"
Schliessungen von lokalen Zeitungen erhöhen Regelverstösse durch lokale Betriebe  &amp; Verschul… ,"Politisch unneutrale Medien haben direkten Einfluss auf die ZuschauerInnen, wie zB diese Studien über Fox News zeigen.Wenn Fox News einfacher zugänglich ist, halten sich weniger Menschen an die Coronaregeln und es stimmen mehr für die republikanische Partei.8/n "
"Wir wissen z.B. aus den USA, wo das hinführt. Massiver Einbruch von Lokalmedien und grosser Einfluss von politisch… ","Schliessungen von lokalen Zeitungen erhöhen Regelverstösse durch lokale Betriebe  &amp; Verschuldung der lokalen Behörden,  da ihnen niemand mehr auf die Finger schaut. Lokale Medien sind also durchaus nicht nur ein Linkes Anliegen. 7/n "
"Dies liegt nicht an den JournalistInnen, sondern am veränderten Umfeld: die Kleinanzeigen sind ins Internet abgewan… "," Ich kenne Verlage in DE ein wenig und bin für Schweizer Medien eher nur Konsument. Ich denke, es liegt mgl. nicht an den Journalist:innen, aber ob die Verleger in der momentanen Situation so innovativ reagieren, da mache ich mal ein Fragezeichen dran (auch in DE)."
"Im Moment sehen wir in der Schweiz eine Zunahme an 1) und 3). 1) Zeitungen gehen ein, fusionieren, oder schrumpfe… ","Wir wissen z.B. aus den USA, wo das hinführt. Massiver Einbruch von Lokalmedien und grosser Einfluss von politisch einseitig gefärbten Medienkonglomeraten.Die Forschung zeigt, dass schwerwiegende Auswirkungen hat.6/n"
"1) Massiver Verlust an Qualität &amp; Diversität, speziell auch im Regionaljournalismus2) Öffentliche finanzielle Unte… ","Im Moment sehen wir in der Schweiz eine Zunahme an 1) und 3). 1) Zeitungen gehen ein, fusionieren, oder schrumpfen ihre Berichterstattung3) Private Financiers, oft mit handfesten politischen Interessen, kaufen sich bei Zeitungen ein. Z.B. Weltwoche, Ostschweiz &amp; Co.5/n"
"Dieser Trend besteht weltweit. Für die Medienbranche ist ein ""weiter so wie bisher"" also keine Option. Die 1990er J… ","1) Massiver Verlust an Qualität &amp; Diversität, speziell auch im Regionaljournalismus2) Öffentliche finanzielle Unterstützung, da Information der Bürgerinnen auch ein öffentliches Gut ist3) Finanzielle Unterstützung von privater Seite, durch reiche Individuen/Gruppierungen4/n"
"Dies liegt nicht an den JournalistInnen, sondern am veränderten Umfeld: die Kleinanzeigen sind ins Internet abgewan… ","Dieser Trend besteht weltweit. Für die Medienbranche ist ein ""weiter so wie bisher"" also keine Option. Die 1990er Jahre kommen nicht wieder zurück.Es wird sich also ändern. Dafür gibt es drei Möglichkeiten, wie wir in anderen Ländern sehen:3/n"
"Wurde von mehreren Seiten gefragt,  was meine Meinung zum Mediengesetz sei. Daher hier nun ein Thread darüber, waru… ","Dies liegt nicht an den JournalistInnen, sondern am veränderten Umfeld: die Kleinanzeigen sind ins Internet abgewandert, und ein grosser Teil der Werbeeinnahmen geht an Google und Co. Der Werbe­umsatz der Schweizer Verlage sank seit 2007 um 75%(!).2/n"
"Wurde von mehreren Seiten gefragt,  was meine Meinung zum Mediengesetz sei. Daher hier nun ein Thread darüber, waru… "," Wenn es ein Gesetz braucht, dann definitiv eines ohne noch mehr Geld für hochprofitable Medienkonzerne und klare Kriterien für die Evaluation der befristeten Massnahmen nach sieben Jahren.#MediengesetzNein"
   How long so you think the print editions will continue to exist?,"   Agree it is a weird anachronism. I'll put it up for discussion with our editors. But my guess is the AER would need to move first. Science, btw, has an online-only option. I remember discussing with  how this would be perceived."
Bitcoin is a real problem for climate change , 
To what extent should two people who both have Covid and are isolating together in an apartment stay at a distance… , You're overthinking this. :)
To what extent should two people who both have Covid and are isolating together in an apartment stay at a distance… ," there's no formal literature about this that i know of, but most infectious disease docs i've spoken to would suggest keeping a mask, different rooms and still using usual self-isolation measures if possible (ventilation,hepa..), also in case it's not the same strain etc."
To what extent should two people who both have Covid and are isolating together in an apartment stay at a distance… , Good question!I only have experience with one person who has Covid isolating and the other quarantining in the same small apartment and not trying to catch it from the other person.Maybe  can help? Or knows someone who might be able to help?
To what extent should two people who both have Covid and are isolating together in an apartment stay at a distance… , 
To what extent should two people who both have Covid and are isolating together in an apartment stay at a distance… ," I really don't know where to go for COVID related questions like this, except for asking people on twitter! If only there was a regularly updated database with latest research, maintained by public health agencies."
To what extent should two people who both have Covid and are isolating together in an apartment stay at a distance… , This is help me. I didn't know infected people had to stay away from one another. This virus forces people to isolate even when they need help
  Why is that still the case in today's era of online articles?,   Still need the same copy editing and administrative work regardless of online or in print?
A-ma-zing human achievement! ," Sure, but the warped distribution across lines of global inequality speaks to another kind of achievement, one to be rather ashamed of."
"Withholdung funds from Afghanistan, to the point where people starve, cannot be the right way to limit the influenc… "," Agree. The quest I can’t answer is, what is the acceptable alternative?"
"  Ja, wir müssen endlich sehen, dass Antisemitismus, Rassismus, Sexismus nicht Eigenschafte… ","   Genau! Das sind Beschreibungen für Phänomene, nicht Schimpfwörter"
Bei Coronaimpfungen ist die Schweiz das klare Schlusslicht in Westeuropa , Wir sind die Dümmsten🤪🤪🤪
Bei Coronaimpfungen ist die Schweiz das klare Schlusslicht in Westeuropa , Vielleicht schützen ja die Berge?
 Trotzdem bei Übersterblichkeit und bestätigten Todesfällen im Mittelfeld. ," Gegeben dass da tatsächlich Äpfel und Äpfel verglichen werden glücklicherweise ja. Allerdings dachte ich bis anhin, ""Mittelfeld"" und ""Schweiz"" schlössen sich aus."
Kindness matters 😍(read also the tweet below this one) , Sad. Tweet deleted
Bei Coronaimpfungen ist die Schweiz das klare Schlusslicht in Westeuropa , Dafür sind wir bei der Inzidenz ganz weit vorne ✌️.
Bei Coronaimpfungen ist die Schweiz das klare Schlusslicht in Westeuropa , Die Quote der Uneinsichtigen verharrt schon länger bei circa 1/3.
Bei Coronaimpfungen ist die Schweiz das klare Schlusslicht in Westeuropa , Wie siehts im Ländervergleich bei der Akzeptanz von Homöopathie aus? Ist da die Schweiz Vorreiter?
Bei Coronaimpfungen ist die Schweiz das klare Schlusslicht in Westeuropa ," Das ist, weil diese Papisten alles glauben. Die Schweizer*innen hingegen … Is Kultur, Mann."
Bei Coronaimpfungen ist die Schweiz das klare Schlusslicht in Westeuropa ," by now, it seems clear that the 5-30% of Europeans who dnt want the vaccine probably wont take it. The million dollar question is how can the plurality co-exist amicably with continuous protection without unravelling society balance?"
    It has to be on your website by the time you email out your job applications… ,    Cool! Thanks very much for responding :)
"    In econ, it makes no difference at all whether it is a formal working paper o… ","    What do you think about the timing on making it public? Of course it can be improved more, so I suppose is better to wait more, but not sure if there’s something on this? Thanks again!"
